force,slug,fy,closed_all_t1,closed_all_t2,closed_all_t3,closed_all_t6,closed_all_t7,closed_all_t8,closed_all_t22,closed_all_oocd,closed_all_positive,closed_all_assigned,closed_ex_fraud_t1,closed_ex_fraud_t2,closed_ex_fraud_t3,closed_ex_fraud_t6,closed_ex_fraud_t7,closed_ex_fraud_t8,closed_ex_fraud_t22,closed_ex_fraud_oocd,closed_ex_fraud_positive,closed_ex_fraud_assigned,recorded_all_t1,recorded_all_t2,recorded_all_t3,recorded_all_t6,recorded_all_t7,recorded_all_t8,recorded_all_t22,recorded_all_oocd,recorded_all_positive,recorded_all_assigned,recorded_ex_fraud_t1,recorded_ex_fraud_t2,recorded_ex_fraud_t3,recorded_ex_fraud_t6,recorded_ex_fraud_t7,recorded_ex_fraud_t8,recorded_ex_fraud_t22,recorded_ex_fraud_oocd,recorded_ex_fraud_positive,recorded_ex_fraud_assigned
Avon and Somerset,avon-and-somerset,2014/15,16054,1066,3582,570,1071,2882,0,9171,25225,96095,16054,1066,3582,570,1071,2882,0,9171,25225,96095,15914,1055,3537,571,1090,2865,0,9118,25032,97572,15914,1055,3537,571,1090,2865,0,9118,25032,97572
Avon and Somerset,avon-and-somerset,2015/16,11634,651,2159,355,809,1890,0,5864,17498,105069,11634,651,2159,355,809,1890,0,5864,17498,105069,13696,747,2471,387,860,2074,0,6539,20235,116151,13696,747,2471,387,860,2074,0,6539,20235,116151
Avon and Somerset,avon-and-somerset,2016/17,14739,747,2435,387,809,1998,0,6376,21115,142661,14739,747,2435,387,809,1998,0,6376,21115,142661,13951,606,2195,361,800,1842,6,5810,19761,137781,13951,606,2195,361,800,1842,6,5810,19761,137781
Avon and Somerset,avon-and-somerset,2017/18,12266,456,1754,207,724,1423,0,4564,16830,137971,12266,456,1754,207,724,1423,0,4564,16830,137971,12692,518,1836,216,733,1539,7,4849,17541,138680,12692,518,1836,216,733,1539,7,4849,17541,138680
Avon and Somerset,avon-and-somerset,2018/19,11411,394,1580,138,380,1554,0,4046,15457,129904,11411,394,1580,138,380,1554,0,4046,15457,129904,12820,384,1717,114,325,1713,65,4318,17138,135506,12820,384,1717,114,325,1713,65,4318,17138,135506
Avon and Somerset,avon-and-somerset,2019/20,13071,360,1716,5,11,1933,1149,5174,18245,142126,13071,360,1716,5,11,1933,1149,5174,18245,142126,11931,337,1458,1,5,1726,1396,4923,16854,137321,11931,337,1458,1,5,1726,1396,4923,16854,137321
Avon and Somerset,avon-and-somerset,2020/21,10918,291,1332,6,15,1800,1689,5133,16051,122374,10918,291,1332,6,15,1800,1689,5133,16051,122374,10616,247,1342,1,4,1876,1663,5133,15749,121074,10616,247,1342,1,4,1876,1663,5133,15749,121074
Avon and Somerset,avon-and-somerset,2021/22,10091,246,1390,0,5,2202,1531,5374,15465,138268,10091,246,1390,0,5,2202,1531,5374,15465,138268,10600,250,1411,0,4,2214,1545,5424,16024,139465,10600,250,1411,0,4,2214,1545,5424,16024,139465
Avon and Somerset,avon-and-somerset,2022/23,10840,203,1247,0,2,2251,1834,5537,16377,140654,10840,203,1247,0,2,2251,1834,5537,16377,140654,11311,210,1215,0,1,2187,1853,5466,16777,141130,11311,210,1215,0,1,2187,1853,5466,16777,141130
Avon and Somerset,avon-and-somerset,2023/24,10891,255,1071,0,5,1830,1630,4791,15682,146234,10891,255,1071,0,5,1830,1630,4791,15682,146234,11422,231,1029,0,6,1754,1661,4681,16103,148626,11422,231,1029,0,6,1754,1661,4681,16103,148626
Avon and Somerset,avon-and-somerset,2024/25,12318,135,889,0,4,1373,1768,4169,16487,164305,12318,135,889,0,4,1373,1768,4169,16487,164305,11779,109,900,0,3,1346,1735,4093,15872,163184,11779,109,900,0,3,1346,1735,4093,15872,163184
Avon and Somerset,avon-and-somerset,2025/26,14843,114,804,0,9,1620,1351,3898,18741,168766,14843,114,804,0,9,1620,1351,3898,18741,168766,11444,73,674,0,8,1596,1088,3439,14883,158208,11444,73,674,0,8,1596,1088,3439,14883,158208
Bedfordshire,bedfordshire,2014/15,5390,136,1263,146,369,1807,0,3721,9111,32536,5388,136,1263,146,369,1807,0,3721,9109,32519,3937,94,906,123,269,1345,0,2737,6674,28979,3937,94,906,123,269,1345,0,2737,6674,28979
Bedfordshire,bedfordshire,2015/16,4945,85,1129,116,259,1793,0,3382,8327,40961,4945,85,1129,116,259,1793,0,3382,8327,40961,5012,81,1106,107,277,1794,0,3365,8377,40626,5012,81,1106,107,277,1794,0,3365,8377,40626
Bedfordshire,bedfordshire,2016/17,5061,61,845,87,281,1857,0,3131,8192,42242,5061,61,845,87,281,1857,0,3131,8192,42242,5006,60,866,87,262,1865,0,3140,8146,42763,5006,60,866,87,262,1865,0,3140,8146,42763
Bedfordshire,bedfordshire,2017/18,4360,60,725,68,250,1410,0,2513,6873,45875,4360,60,725,68,250,1410,0,2513,6873,45875,4396,58,732,67,265,1489,0,2611,7007,46632,4396,58,732,67,265,1489,0,2611,7007,46632
Bedfordshire,bedfordshire,2018/19,4105,40,602,71,324,1343,0,2380,6485,56401,4105,40,602,71,324,1343,0,2380,6485,56401,4404,41,613,69,346,1338,1,2408,6812,57295,4404,41,613,69,346,1338,1,2408,6812,57295
Bedfordshire,bedfordshire,2019/20,3620,36,596,33,218,1630,0,2513,6133,56583,3620,36,596,33,218,1630,0,2513,6133,56583,3745,36,591,27,162,1563,7,2386,6131,55845,3745,36,591,27,162,1563,7,2386,6131,55845
Bedfordshire,bedfordshire,2020/21,3318,26,457,0,3,2117,66,2669,5987,48312,3318,26,457,0,3,2117,66,2669,5987,48312,3286,25,419,0,1,2152,67,2664,5950,48036,3286,25,419,0,1,2152,67,2664,5950,48036
Bedfordshire,bedfordshire,2021/22,3132,36,293,0,2,1780,340,2451,5583,49050,3132,36,293,0,2,1780,340,2451,5583,49050,3486,44,315,0,3,1785,373,2520,6006,51330,3486,44,315,0,3,1785,373,2520,6006,51330
Bedfordshire,bedfordshire,2022/23,3445,51,289,0,1,1351,131,1823,5268,51928,3445,51,289,0,1,1351,131,1823,5268,51928,3454,48,286,0,0,1338,100,1772,5226,50757,3454,48,286,0,0,1338,100,1772,5226,50757
Bedfordshire,bedfordshire,2023/24,4056,52,325,0,0,1240,105,1722,5778,49574,4056,52,325,0,0,1240,105,1722,5778,49574,3920,54,324,0,0,1260,106,1744,5664,49856,3920,54,324,0,0,1260,106,1744,5664,49856
Bedfordshire,bedfordshire,2024/25,4617,40,334,0,0,1196,100,1670,6287,51465,4617,40,334,0,0,1196,100,1670,6287,51465,4315,34,336,0,0,1287,108,1765,6080,51251,4315,34,336,0,0,1287,108,1765,6080,51251
Bedfordshire,bedfordshire,2025/26,4641,31,308,0,0,1739,126,2204,6845,51426,4641,31,308,0,0,1739,126,2204,6845,51426,3917,24,263,0,0,1543,112,1942,5859,47944,3917,24,263,0,0,1543,112,1942,5859,47944
British Transport Police,british-transport-police,2014/15,9987,295,1573,861,793,122,0,3644,13631,44138,9987,295,1573,861,793,122,0,3644,13631,44138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Transport Police,british-transport-police,2015/16,7314,143,955,508,399,323,0,2328,9642,41559,7314,143,955,508,399,323,0,2328,9642,41559,8100,166,1014,571,461,438,0,2650,10750,46605,8100,166,1014,571,461,438,0,2650,10750,46605
British Transport Police,british-transport-police,2016/17,6374,137,789,347,465,439,0,2177,8551,46454,6374,137,789,347,465,439,0,2177,8551,46454,7448,129,764,315,461,451,0,2120,9568,50222,7448,129,764,315,461,451,0,2120,9568,50222
British Transport Police,british-transport-police,2017/18,8643,112,580,227,361,359,0,1639,10282,62294,8643,112,580,227,361,359,0,1639,10282,62294,8557,129,594,199,360,340,0,1622,10179,59132,8557,129,594,199,360,340,0,1622,10179,59132
British Transport Police,british-transport-police,2018/19,9631,131,599,218,625,357,0,1930,11561,66269,9631,131,599,218,625,357,0,1930,11561,66269,9763,114,589,223,675,360,0,1961,11724,65697,9763,114,589,223,675,360,0,1961,11724,65697
British Transport Police,british-transport-police,2019/20,7685,83,610,135,532,449,0,1809,9494,68175,7685,83,610,135,532,449,0,1809,9494,68175,8007,106,644,107,448,693,0,1998,10005,70483,8007,106,644,107,448,693,0,1998,10005,70483
British Transport Police,british-transport-police,2020/21,7307,128,489,16,39,1669,0,2341,9648,41668,7307,128,489,16,39,1669,0,2341,9648,41668,6472,123,420,9,11,1577,0,2140,8612,35297,6472,123,420,9,11,1577,0,2140,8612,35297
British Transport Police,british-transport-police,2021/22,5073,100,357,9,10,1347,0,1823,6896,45149,5073,100,357,9,10,1347,0,1823,6896,45149,5983,116,391,8,9,1365,0,1889,7872,49012,5983,116,391,8,9,1365,0,1889,7872,49012
British Transport Police,british-transport-police,2022/23,6314,133,387,1,5,1449,0,1975,8289,65741,6314,133,387,1,5,1449,0,1975,8289,65741,6073,117,365,3,2,1427,0,1914,7987,64922,6073,117,365,3,2,1427,0,1914,7987,64922
British Transport Police,british-transport-police,2023/24,6976,115,340,9,3,1509,0,1976,8952,77356,6976,115,340,9,3,1509,0,1976,8952,77356,6691,136,361,6,4,1466,0,1973,8664,77391,6691,136,361,6,4,1466,0,1973,8664,77391
British Transport Police,british-transport-police,2024/25,7039,132,345,1,5,1276,0,1759,8798,81116,7039,132,345,1,5,1276,0,1759,8798,81116,6741,127,311,1,5,1296,0,1740,8481,81083,6741,127,311,1,5,1296,0,1740,8481,81083
British Transport Police,british-transport-police,2025/26,7578,136,349,1,1,1366,0,1853,9431,91979,7578,136,349,1,1,1366,0,1853,9431,91979,5002,43,230,1,0,1129,0,1403,6405,82722,5002,43,230,1,0,1129,0,1403,6405,82722
Cambridgeshire,cambridgeshire,2014/15,6478,285,1473,463,725,1256,0,4202,10680,46682,6474,285,1473,463,725,1256,0,4202,10676,46674,6532,284,1486,458,724,1219,0,4171,10703,46246,6532,284,1486,458,724,1219,0,4171,10703,46246
Cambridgeshire,cambridgeshire,2015/16,6250,247,1363,268,429,1012,0,3319,9569,48039,6250,247,1363,268,429,1012,0,3319,9569,48039,6367,255,1354,265,429,1075,0,3378,9745,48566,6367,255,1354,265,429,1075,0,3378,9745,48566
Cambridgeshire,cambridgeshire,2016/17,7099,253,1389,193,369,1798,0,4002,11101,57345,7099,253,1389,193,369,1798,0,4002,11101,57345,7090,243,1361,195,374,1831,0,4004,11094,57804,7090,243,1361,195,374,1831,0,4004,11094,57804
Cambridgeshire,cambridgeshire,2017/18,6684,207,1011,99,273,1486,0,3076,9760,66210,6684,207,1011,99,273,1486,0,3076,9760,66210,6665,207,1010,91,268,1449,0,3025,9690,65966,6665,207,1010,91,268,1449,0,3025,9690,65966
Cambridgeshire,cambridgeshire,2018/19,5374,109,705,4,9,1101,1,1929,7303,61702,5374,109,705,4,9,1101,1,1929,7303,61702,5515,104,696,2,6,1083,21,1912,7427,63831,5515,104,696,2,6,1083,21,1912,7427,63831
Cambridgeshire,cambridgeshire,2019/20,5324,124,484,0,1,1361,246,2216,7540,67412,5324,124,484,0,1,1361,246,2216,7540,67412,5824,126,531,0,2,1507,281,2447,8271,66429,5824,126,531,0,2,1507,281,2447,8271,66429
Cambridgeshire,cambridgeshire,2020/21,5246,97,853,0,2,1721,322,2995,8241,60908,5246,97,853,0,2,1721,322,2995,8241,60908,4978,93,852,0,1,1622,296,2864,7842,59987,4978,93,852,0,1,1622,296,2864,7842,59987
Cambridgeshire,cambridgeshire,2021/22,4982,147,1232,0,1,1939,576,3895,8877,65586,4982,147,1232,0,1,1939,576,3895,8877,65586,5245,173,1273,0,1,2123,660,4230,9475,67632,5245,173,1273,0,1,2123,660,4230,9475,67632
Cambridgeshire,cambridgeshire,2022/23,6006,188,1428,0,1,2388,832,4837,10843,72829,6006,188,1428,0,1,2388,832,4837,10843,72829,5996,165,1428,0,1,2266,816,4676,10672,71385,5996,165,1428,0,1,2266,816,4676,10672,71385
Cambridgeshire,cambridgeshire,2023/24,6654,111,1109,0,0,2202,528,3950,10604,68993,6654,111,1109,0,0,2202,528,3950,10604,68993,6496,97,1084,0,0,2215,474,3870,10366,68705,6496,97,1084,0,0,2215,474,3870,10366,68705
Cambridgeshire,cambridgeshire,2024/25,6808,82,1035,0,0,2390,119,3626,10434,66657,6808,82,1035,0,0,2390,119,3626,10434,66657,6726,93,1044,0,0,2341,208,3686,10412,67123,6726,93,1044,0,0,2341,208,3686,10412,67123
Cambridgeshire,cambridgeshire,2025/26,7435,66,975,0,0,2308,257,3606,11041,68827,7435,66,975,0,0,2308,257,3606,11041,68827,6443,43,867,0,0,2210,140,3260,9703,65452,6443,43,867,0,0,2210,140,3260,9703,65452
Cheshire,cheshire,2014/15,11272,268,1823,453,809,1684,0,5037,16309,59297,11269,268,1822,453,809,1684,0,5036,16305,59149,10854,272,1773,419,800,1694,0,4958,15812,53714,10854,272,1773,419,800,1694,0,4958,15812,53714
Cheshire,cheshire,2015/16,11439,205,1416,286,500,2009,0,4416,15855,51198,11439,205,1416,286,500,2009,0,4416,15855,51198,11542,182,1429,298,494,2176,0,4579,16121,52750,11542,182,1429,298,494,2176,0,4579,16121,52750
Cheshire,cheshire,2016/17,11533,133,1389,217,395,2810,0,4944,16477,62412,11533,133,1389,217,395,2810,0,4944,16477,62412,11776,124,1394,208,392,2934,1,5053,16829,65854,11776,124,1394,208,392,2934,1,5053,16829,65854
Cheshire,cheshire,2017/18,11687,171,1217,166,378,1963,0,3895,15582,86730,11687,171,1217,166,378,1963,0,3895,15582,86730,11846,186,1212,172,384,1833,1,3788,15634,87411,11846,186,1212,172,384,1833,1,3788,15634,87411
Cheshire,cheshire,2018/19,10029,130,862,141,341,1092,0,2566,12595,92043,10029,130,862,141,341,1092,0,2566,12595,92043,10664,133,896,137,353,910,0,2429,13093,94494,10664,133,896,137,353,910,0,2429,13093,94494
Cheshire,cheshire,2019/20,8892,105,722,104,324,771,0,2026,10918,95150,8892,105,722,104,324,771,0,2026,10918,95150,8933,98,674,106,326,663,6,1873,10806,94899,8933,98,674,106,326,663,6,1873,10806,94899
Cheshire,cheshire,2020/21,7791,53,502,109,449,498,243,1854,9645,81710,7791,53,502,109,449,498,243,1854,9645,81710,7594,32,530,101,429,604,286,1982,9576,83148,7594,32,530,101,429,604,286,1982,9576,83148
Cheshire,cheshire,2021/22,8034,53,506,5,19,1257,348,2188,10222,91735,8034,53,506,5,19,1257,348,2188,10222,91735,8415,60,490,0,1,1419,475,2445,10860,90031,8415,60,490,0,1,1419,475,2445,10860,90031
Cheshire,cheshire,2022/23,8863,75,756,0,1,3413,1141,5386,14249,87505,8863,75,756,0,1,3413,1141,5386,14249,87505,9012,75,766,0,0,3576,1050,5467,14479,86552,9012,75,766,0,0,3576,1050,5467,14479,86552
Cheshire,cheshire,2023/24,9274,62,740,0,0,4857,385,6044,15318,79146,9274,62,740,0,0,4857,385,6044,15318,79146,9156,63,713,0,0,4731,455,5962,15118,78805,9156,63,713,0,0,4731,455,5962,15118,78805
Cheshire,cheshire,2024/25,9870,65,571,0,0,4830,455,5921,15791,79799,9870,65,571,0,0,4830,455,5921,15791,79799,9477,90,557,0,0,4699,334,5680,15157,77960,9477,90,557,0,0,4699,334,5680,15157,77960
Cheshire,cheshire,2025/26,12338,112,328,0,0,4887,183,5510,17848,78268,12338,112,328,0,0,4887,183,5510,17848,78268,10675,81,274,0,0,4821,173,5349,16024,73120,10675,81,274,0,0,4821,173,5349,16024,73120
City of London,city-of-london,2014/15,941,3,288,39,179,70,0,579,1520,5076,940,3,288,39,179,70,0,579,1519,5066,926,2,267,41,183,72,0,565,1491,5131,926,2,267,41,183,72,0,565,1491,5131
City of London,city-of-london,2015/16,952,4,284,39,104,77,0,508,1460,5261,952,4,284,39,104,77,0,508,1460,5261,937,4,287,39,104,86,0,520,1457,5203,937,4,287,39,104,86,0,520,1457,5203
City of London,city-of-london,2016/17,935,6,201,34,88,121,0,450,1385,5666,935,6,201,34,88,121,0,450,1385,5665,873,7,193,29,85,122,0,436,1309,5355,873,7,193,29,85,122,0,436,1309,5355
City of London,city-of-london,2017/18,705,6,174,21,93,157,0,451,1156,5453,705,6,174,21,93,157,0,451,1156,5453,763,5,189,24,96,165,0,479,1242,5855,763,5,189,24,96,165,0,479,1242,5855
City of London,city-of-london,2018/19,809,2,157,38,147,139,0,483,1292,7050,809,2,157,38,147,139,0,483,1292,7050,925,5,174,38,147,132,0,496,1421,7242,925,5,174,38,147,132,0,496,1421,7242
City of London,city-of-london,2019/20,1203,7,245,39,186,107,0,584,1787,9014,1203,7,245,39,186,107,0,584,1787,9014,1239,6,238,38,185,102,0,569,1808,8693,1239,6,238,38,185,102,0,569,1808,8693
City of London,city-of-london,2020/21,813,2,137,37,218,42,21,457,1270,4065,813,2,137,37,218,42,21,457,1270,4065,696,0,129,36,227,35,0,427,1123,3751,696,0,129,36,227,35,0,427,1123,3751
City of London,city-of-london,2021/22,862,2,143,38,219,36,54,492,1354,5649,862,2,143,38,219,36,54,492,1354,5649,1018,2,149,41,217,40,40,489,1507,6285,1018,2,149,41,217,40,40,489,1507,6285
City of London,city-of-london,2022/23,918,1,143,30,140,47,37,398,1316,7548,918,1,143,30,140,47,37,398,1316,7548,974,1,147,26,143,49,32,398,1372,7648,974,1,147,26,143,49,32,398,1372,7648
City of London,city-of-london,2023/24,1286,9,161,23,206,68,35,502,1788,8438,1286,9,161,23,206,68,35,502,1788,8438,1286,9,161,20,204,72,52,518,1804,8753,1286,9,161,20,204,72,52,518,1804,8753
City of London,city-of-london,2024/25,1477,0,152,19,119,163,82,535,2012,9857,1477,0,152,19,119,163,82,535,2012,9857,1341,1,135,19,107,173,59,494,1835,9107,1341,1,135,19,107,173,59,494,1835,9107
City of London,city-of-london,2025/26,1303,1,55,0,1,252,37,346,1649,8892,1303,1,55,0,1,252,37,346,1649,8892,1067,0,31,0,1,236,27,295,1362,8110,1067,0,31,0,1,236,27,295,1362,8110
Cleveland,cleveland,2014/15,9444,218,1297,357,302,1165,0,3339,12783,40634,9443,218,1297,357,302,1165,0,3339,12782,40633,9817,224,1319,352,307,1206,0,3408,13225,41905,9817,224,1319,352,307,1206,0,3408,13225,41905
Cleveland,cleveland,2015/16,9879,180,959,212,184,1172,0,2707,12586,47647,9879,180,959,212,184,1172,0,2707,12586,47647,9962,181,943,218,181,1169,0,2692,12654,48013,9962,181,943,218,181,1169,0,2692,12654,48013
Cleveland,cleveland,2016/17,8939,213,738,127,160,720,0,1958,10897,50395,8939,213,738,127,160,720,0,1958,10897,50395,8909,212,735,126,162,694,0,1929,10838,50646,8909,212,735,126,162,694,0,1929,10838,50646
Cleveland,cleveland,2017/18,9152,148,608,91,115,563,0,1525,10677,56663,9152,148,608,91,115,563,0,1525,10677,56663,9227,145,598,85,115,573,0,1516,10743,57031,9227,145,598,85,115,573,0,1516,10743,57031
Cleveland,cleveland,2018/19,7738,99,472,75,116,429,0,1191,8929,64736,7738,99,472,75,116,429,0,1191,8929,64736,8102,107,489,76,116,477,0,1265,9367,67253,8102,107,489,76,116,477,0,1265,9367,67253
Cleveland,cleveland,2019/20,6743,84,393,43,146,490,0,1156,7899,71730,6743,84,393,43,146,490,0,1156,7899,71730,6702,79,383,38,145,493,14,1152,7854,69389,6702,79,383,38,145,493,14,1152,7854,69389
Cleveland,cleveland,2020/21,7126,76,411,53,249,230,244,1263,8389,61985,7126,76,411,53,249,230,244,1263,8389,61985,7031,81,402,56,253,138,381,1311,8342,62313,7031,81,402,56,253,138,381,1311,8342,62313
Cleveland,cleveland,2021/22,6251,87,343,63,223,146,679,1541,7792,70565,6251,87,343,63,223,146,679,1541,7792,70565,6735,109,368,65,219,186,751,1698,8433,73273,6735,109,368,65,219,186,751,1698,8433,73273
Cleveland,cleveland,2022/23,7377,106,351,60,216,152,842,1727,9104,85069,7377,106,351,60,216,152,842,1727,9104,85069,7262,78,321,56,219,114,848,1636,8898,83716,7262,78,321,56,219,114,848,1636,8898,83716
Cleveland,cleveland,2023/24,7412,40,264,8,184,142,603,1241,8653,75800,7412,40,264,8,184,142,603,1241,8653,75800,7648,19,247,7,181,155,596,1205,8853,75710,7648,19,247,7,181,155,596,1205,8853,75710
Cleveland,cleveland,2024/25,8804,31,126,7,14,414,861,1453,10257,71358,8804,31,126,7,14,414,861,1453,10257,71358,8477,38,125,6,10,450,905,1534,10011,70850,8477,38,125,6,10,450,905,1534,10011,70850
Cleveland,cleveland,2025/26,9520,33,206,0,0,1121,789,2149,11669,74202,9520,33,206,0,0,1121,789,2149,11669,74202,8520,20,185,0,0,1087,582,1874,10394,70709,8520,20,185,0,0,1087,582,1874,10394,70709
Cumbria,cumbria,2014/15,5931,202,1263,201,288,1174,0,3128,9059,20271,5926,202,1263,201,288,1174,0,3128,9054,20264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumbria,cumbria,2015/16,5254,153,973,147,188,1117,0,2578,7832,25434,5254,153,973,147,188,1117,0,2578,7832,25434,5399,144,979,148,189,1104,0,2564,7963,25974,5399,144,979,148,189,1104,0,2564,7963,25974
Cumbria,cumbria,2016/17,5299,163,755,103,144,1123,0,2288,7587,26538,5299,163,755,103,144,1123,0,2288,7587,26537,4998,159,680,101,146,1113,0,2199,7197,25372,4998,159,680,101,146,1113,0,2199,7197,25372
Cumbria,cumbria,2017/18,5093,163,663,65,138,1018,0,2047,7140,27803,5093,163,663,65,138,1018,0,2047,7140,27803,5175,139,688,66,137,1059,0,2089,7264,28443,5175,139,688,66,137,1059,0,2089,7264,28443
Cumbria,cumbria,2018/19,4912,154,764,52,169,1096,0,2235,7147,35610,4912,154,764,52,169,1096,0,2235,7147,35610,4954,175,767,51,171,1119,0,2283,7237,36723,4954,175,767,51,171,1119,0,2283,7237,36723
Cumbria,cumbria,2019/20,4120,139,713,43,180,1148,3,2226,6346,38255,4120,139,713,43,180,1148,3,2226,6346,38255,4080,132,709,41,179,1144,16,2221,6301,38172,4080,132,709,41,179,1144,16,2221,6301,38172
Cumbria,cumbria,2020/21,4017,108,586,44,279,992,129,2138,6155,32217,4017,108,586,44,279,992,129,2138,6155,32217,3849,89,546,44,277,929,145,2030,5879,30895,3849,89,546,44,277,929,145,2030,5879,30895
Cumbria,cumbria,2021/22,3383,73,289,8,41,1240,450,2101,5484,35116,3383,73,289,8,41,1240,450,2101,5484,35116,3710,86,297,7,38,1358,558,2344,6054,37061,3710,86,297,7,38,1358,558,2344,6054,37061
Cumbria,cumbria,2022/23,3789,79,224,0,0,1597,599,2499,6288,38977,3789,79,224,0,0,1597,599,2499,6288,38977,3908,81,237,0,0,1617,642,2577,6485,38786,3908,81,237,0,0,1617,642,2577,6485,38786
Cumbria,cumbria,2023/24,4000,130,245,0,0,2428,553,3356,7356,34809,4000,130,245,0,0,2428,553,3356,7356,34809,4199,125,250,0,0,2474,553,3402,7601,35435,4199,125,250,0,0,2474,553,3402,7601,35435
Cumbria,cumbria,2024/25,5076,87,290,0,0,2279,490,3146,8222,36400,5076,87,290,0,0,2279,490,3146,8222,36400,4852,85,310,0,0,2274,520,3189,8041,36577,4852,85,310,0,0,2274,520,3189,8041,36577
Cumbria,cumbria,2025/26,4799,48,427,0,0,2110,521,3106,7905,36011,4799,48,427,0,0,2110,521,3106,7905,36011,3970,32,377,0,0,1935,330,2674,6644,32388,3970,32,377,0,0,1935,330,2674,6644,32388
Derbyshire,derbyshire,2014/15,10764,302,1661,551,864,2879,0,6257,17021,51415,10762,302,1661,551,864,2879,0,6257,17019,51405,10789,298,1667,538,855,3136,0,6494,17283,51311,10789,298,1667,538,855,3136,0,6494,17283,51311
Derbyshire,derbyshire,2015/16,10186,210,1535,403,685,3526,0,6359,16545,52172,10186,210,1535,403,685,3526,0,6359,16545,52171,9464,187,1461,399,690,3272,0,6009,15473,49121,9464,187,1461,399,690,3272,0,6009,15473,49121
Derbyshire,derbyshire,2016/17,8363,183,1276,349,585,2866,0,5259,13622,47152,8363,183,1276,349,585,2866,0,5259,13622,47152,6947,126,1135,327,533,2263,0,4384,11331,40271,6947,126,1135,327,533,2263,0,4384,11331,40271
Derbyshire,derbyshire,2017/18,9275,166,1158,310,506,3185,0,5325,14600,59535,9275,166,1158,310,506,3185,0,5325,14600,59534,7492,131,977,278,456,2661,0,4503,11995,50160,7492,131,977,278,456,2661,0,4503,11995,50160
Derbyshire,derbyshire,2018/19,8705,143,1061,265,508,2747,0,4724,13429,58195,8705,143,1061,265,508,2747,0,4724,13429,58195,8792,135,1101,270,512,2718,0,4736,13528,61252,8792,135,1101,270,512,2718,0,4736,13528,61252
Derbyshire,derbyshire,2019/20,7610,112,961,187,514,2406,0,4180,11790,79718,7610,112,961,187,514,2406,0,4180,11790,79718,8567,127,1056,195,553,2562,0,4493,13060,79351,8567,127,1056,195,553,2562,0,4493,13060,79351
Derbyshire,derbyshire,2020/21,8619,104,1078,235,662,2278,8,4365,12984,77713,8619,104,1078,235,662,2278,8,4365,12984,77713,7597,90,989,229,637,2114,1,4060,11657,74792,7597,90,989,229,637,2114,1,4060,11657,74792
Derbyshire,derbyshire,2021/22,7095,107,993,228,489,2421,9,4247,11342,81859,7095,107,993,228,489,2421,9,4247,11342,81859,7520,110,972,228,450,2478,0,4238,11758,85486,7520,110,972,228,450,2478,0,4238,11758,85486
Derbyshire,derbyshire,2022/23,7253,116,903,203,476,2422,9,4129,11382,80385,7253,116,903,203,476,2422,9,4129,11382,80385,7116,112,876,192,471,2477,4,4132,11248,81198,7116,112,876,192,471,2477,4,4132,11248,81198
Derbyshire,derbyshire,2023/24,8808,69,745,54,111,3110,79,4168,12976,87543,8808,69,745,54,111,3110,79,4168,12976,87543,8561,36,757,36,91,3210,117,4247,12808,85838,8561,36,757,36,91,3210,117,4247,12808,85838
Derbyshire,derbyshire,2024/25,10276,33,648,1,3,3832,244,4761,15037,87384,10276,33,648,1,3,3832,244,4761,15037,87384,8707,36,560,0,0,3819,179,4594,13301,73421,8707,36,560,0,0,3819,179,4594,13301,73421
Derbyshire,derbyshire,2025/26,10102,25,466,0,0,4615,225,5331,15433,86191,10102,25,466,0,0,4615,225,5331,15433,86191,8024,11,400,0,0,4243,204,4858,12882,79227,8024,11,400,0,0,4243,204,4858,12882,79227
Devon and Cornwall,devon-and-cornwall,2014/15,12317,790,3396,445,1333,5755,0,11719,24036,81282,12303,790,3395,445,1333,5755,0,11718,24021,81148,12189,821,3416,438,1354,5828,0,11857,24046,79524,12189,821,3416,438,1354,5828,0,11857,24046,79524
Devon and Cornwall,devon-and-cornwall,2015/16,10940,681,2780,362,1152,4664,0,9639,20579,77156,10940,681,2780,362,1152,4664,0,9639,20579,77156,10801,670,2732,368,1175,4626,1,9572,20373,76634,10801,670,2732,368,1175,4626,1,9572,20373,76634
Devon and Cornwall,devon-and-cornwall,2016/17,10226,564,2149,235,1016,3483,0,7447,17673,77596,10226,564,2149,235,1016,3483,0,7447,17673,77593,10285,548,2162,243,1061,3482,0,7496,17781,84084,10285,548,2162,243,1061,3482,0,7496,17781,84084
Devon and Cornwall,devon-and-cornwall,2017/18,9850,494,1730,119,968,2987,0,6298,16148,106746,9850,494,1730,119,968,2987,0,6298,16148,106740,10584,503,1843,116,925,3159,8,6554,17138,102360,10584,503,1843,116,925,3159,8,6554,17138,102360
Devon and Cornwall,devon-and-cornwall,2018/19,9737,476,1389,105,980,2741,0,5691,15428,103590,9737,476,1389,105,980,2741,0,5691,15428,103587,10005,529,1425,102,1018,2749,28,5851,15856,105877,10005,529,1425,102,1018,2749,28,5851,15856,105877
Devon and Cornwall,devon-and-cornwall,2019/20,9008,485,1571,55,654,2417,321,5503,14511,97805,9008,485,1571,55,654,2417,321,5503,14511,97805,9183,425,1521,53,592,2156,559,5306,14489,98770,9183,425,1521,53,592,2156,559,5306,14489,98770
